City,Lat,Lng,Max Temp,Current Description,Rain (inches),Snow (inches),Humidity,Cloudiness,Wind Speed,Country
kintinku,-5.8833,35.2333,60.67,clear sky,0.0,0.0,72,7,3.58,TZ
rawah,34.4816,41.9093,82.58,clear sky,0.0,0.0,38,0,8.3,IQ
paracuru,-3.41,-39.0306,74.1,broken clouds,0.0,0.0,84,62,11.54,BR
champerico,14.3,-91.9167,82.08,overcast clouds,0.0,0.0,77,100,3.33,GT
usogorsk,63.4106,48.6872,60.66,broken clouds,0.0,0.0,78,74,5.77,RU
baykit,61.67,96.37,68.38,clear sky,0.0,0.0,60,0,7.18,RU
barcelos,41.5388,-8.6151,65.84,overcast clouds,0.0,0.0,87,98,2.68,PT
dutse,11.7594,9.3392,76.8,overcast clouds,0.0,0.0,65,100,4.45,NG
oistins,13.0667,-59.5333,82.49,scattered clouds,0.0,0.0,78,40,18.41,BB
miraflores,19.2167,-98.8083,74.05,broken clouds,0.0,0.0,75,80,4.14,MX
arusha,-3.3667,36.6833,54.05,broken clouds,0.0,0.0,94,63,5.73,TZ
tashla,51.7716,52.7427,67.62,overcast clouds,0.0,0.0,53,100,8.46,RU
najran,17.4924,44.1277,81.25,scattered clouds,0.0,0.0,37,25,4.25,SA
whangamata,-37.2,175.8667,59.02,clear sky,0.0,0.0,54,2,5.19,NZ
litovko,49.2361,135.1742,68.31,overcast clouds,0.0,0.0,76,85,13.02,RU
ahipara,-35.1667,173.1667,59.34,overcast clouds,0.0,0.0,62,100,7.52,NZ
anloga,5.7947,0.8973,74.8,clear sky,0.0,0.0,79,10,11.5,GH
sorong,-0.8833,131.25,81.45,scattered clouds,0.0,0.0,80,33,13.38,ID
berlevag,70.8578,29.0864,55.35,light intensity drizzle,0.0,0.0,88,100,17.27,NO
cancun,21.1743,-86.8466,82.33,scattered clouds,0.0,0.0,83,40,4.61,MX
lima,-12.0432,-77.0282,57.45,overcast clouds,0.0,0.0,82,100,12.66,PE
neuquen,-38.9516,-68.0591,48.09,clear sky,0.0,0.0,61,0,4.61,AR
malanje,-9.5402,16.341,64.06,scattered clouds,0.0,0.0,59,29,3.04,AO
mehamn,71.0357,27.8492,55.31,light intensity drizzle,0.0,0.0,94,100,24.16,NO
vilcun,-38.65,-72.2333,47.14,light rain,0.37,0.0,88,100,11.86,CL
maihar,24.2667,80.75,82.29,overcast clouds,0.0,0.0,72,100,2.51,IN
oudtshoorn,-33.5907,22.2014,41.36,few clouds,0.0,0.0,53,23,4.94,ZA
lake havasu city,34.4839,-114.3224,110.01,clear sky,0.0,0.0,15,0,4.61,US
oussouye,12.485,-16.5469,76.01,moderate rain,1.47,0.0,92,100,2.73,SN
bitung,1.4451,125.1824,90.45,scattered clouds,0.0,0.0,74,27,11.45,ID
manihari,25.35,87.6333,84.02,overcast clouds,0.0,0.0,79,100,10.36,IN
lakota,5.8528,-5.6883,65.32,broken clouds,0.0,0.0,98,78,2.21,CI
bridlington,54.0831,-0.1919,59.9,overcast clouds,0.0,0.0,79,100,5.75,GB
bundaberg,-24.85,152.35,63.21,light rain,0.86,0.0,98,100,8.05,AU
eldorado,-23.7869,-54.2836,67.57,overcast clouds,0.0,0.0,57,97,6.67,BR
ondjiva,-17.0667,15.7333,52.16,clear sky,0.0,0.0,41,0,5.5,AO
bilibino,68.0546,166.4372,48.22,overcast clouds,0.0,0.0,60,100,13.49,RU
ngunguru,-35.6167,174.5,55.26,scattered clouds,0.0,0.0,74,40,8.81,NZ
north bend,43.4065,-124.2243,69.24,broken clouds,0.0,0.0,85,75,10.36,US
urengoy,65.9667,78.3667,47.39,overcast clouds,0.0,0.0,71,98,7.02,RU
aci castello,37.5583,15.1346,77.94,clear sky,0.0,0.0,48,0,6.91,IT
kidodi,-7.6036,37.0044,64.69,broken clouds,0.0,0.0,88,56,1.3,TZ
ovalle,-30.5983,-71.2003,55.76,clear sky,0.0,0.0,91,3,2.24,CL
kulhudhuffushi,6.6221,73.07,81.45,overcast clouds,0.0,0.0,78,95,18.72,MV
north platte,41.1239,-100.7654,74.25,clear sky,0.0,0.0,80,0,18.41,US
sangar,63.9242,127.4739,67.41,overcast clouds,0.0,0.0,78,88,2.73,RU
kloulklubed,7.0419,134.2556,82.9,broken clouds,0.0,0.0,73,74,4.23,PW
bratsk,56.1325,101.6142,70.29,overcast clouds,0.0,0.0,61,97,5.19,RU
columbus,39.9612,-82.9988,78.33,clear sky,0.0,0.0,76,0,4.61,US
salinopolis,-0.6136,-47.3561,77.9,overcast clouds,0.0,0.0,84,87,8.7,BR
mae sai,20.4335,99.8762,78.71,overcast clouds,0.0,0.0,89,93,1.34,TH
salta,-24.7859,-65.4117,55.99,clear sky,0.0,0.0,76,0,6.91,AR
santa isabel,-23.3156,-46.2214,59.76,clear sky,0.0,0.0,83,10,1.1,BR
rio gallegos,-51.6226,-69.2181,28.45,clear sky,0.0,0.0,86,0,19.57,AR
romitan,39.9343,64.3814,76.95,clear sky,0.0,0.0,41,0,6.91,UZ
dingle,10.9995,122.6711,86.11,scattered clouds,0.0,0.0,74,41,8.3,PH
ibaiti,-23.8486,-50.1878,60.82,overcast clouds,0.0,0.0,79,100,3.04,BR
malinovoye ozero,51.6753,79.7825,73.96,broken clouds,0.0,0.0,47,57,7.65,RU
obo,5.3998,26.4869,66.52,overcast clouds,0.0,0.0,98,100,1.43,CF
keuruu,62.2667,24.7,64.58,overcast clouds,0.0,0.0,91,96,2.77,FI
leh,34.1667,77.5833,67.12,scattered clouds,0.0,0.0,16,42,2.86,IN
gambela,8.25,34.5833,72.05,overcast clouds,0.0,0.0,74,99,2.46,ET
la paz,-16.5,-68.15,40.98,broken clouds,0.0,0.0,32,56,4.61,BO
paris,48.8534,2.3488,67.08,clear sky,0.0,0.0,87,0,8.05,FR
nantucket,41.2835,-70.0995,78.91,mist,0.0,0.0,94,100,6.91,US
newburn,54.9876,-1.7442,58.71,broken clouds,0.0,0.0,82,75,3.44,GB
lewiston,44.1003,-70.2148,74.91,clear sky,0.0,0.0,96,0,0.0,US
tairua,-37.0167,175.85,55.33,clear sky,0.0,0.0,58,0,5.93,NZ
oskemen,49.9565,82.6119,69.76,scattered clouds,0.0,0.0,73,37,6.71,KZ
batagay-alyta,67.8006,130.4114,65.68,clear sky,0.0,0.0,53,5,8.08,RU
polunochnoye,60.8697,60.4153,61.65,broken clouds,0.0,0.0,67,70,7.0,RU
